candidate,runs,mean_log_mae,std_log_mae,mean_p95,mean_p99,mean_gt10,mean_gt20
F18_reference_huber_010,3,0.06662014232468401,0.00012514691713102916,0.20144577937429517,0.3651102858261011,0.19852037860993885,0.05078898288362264
F36_monthly_market_anchor_huber_010,3,0.0634649789727616,4.603513092769533e-05,0.18856244533899202,0.35404428674029353,0.18324199082119144,0.04324606463357967
