candidate,epoch,kind,split,rows,log_mae,price_per_m2_mape,abs_pct_error_p50,abs_pct_error_p80,abs_pct_error_p90,abs_pct_error_p95,abs_pct_error_p99,error_gt_10pct_rate,error_gt_20pct_rate,error_gt_30pct_rate,error_gt_50pct_rate
e30_huber_005_gate_resid_expected_abs_pct_error_q50,30,risk_gate,valid,384432,0.06492877968663062,0.0653637095713742,0.04366322453107828,0.09747444559608644,0.14243559161502595,0.1935107575571169,0.34783238708644537,0.19189349481832937,0.04585726474382986,0.015360323802388979,0.0033868148333125233
e30_huber_005_gate_resid_expected_abs_pct_error_q50,30,risk_gate,test,442008,0.06344820576473639,0.06361028846425389,0.04185175691255626,0.09495701689968337,0.14057488674108695,0.1925168399576859,0.3472450998004434,0.18407811623319034,0.04572994153951965,0.015128685453656948,0.0035270854826156993
e30_huber_005_gate_resid_expected_abs_pct_error_q50,30,risk_gate,recent_holdout,209468,0.0667575956298405,0.06724234848574201,0.04413588274435858,0.09987094252034465,0.14724102066347783,0.20099675942986878,0.362814860025949,0.19948154372028185,0.05063780625202895,0.01738212996734585,0.004110413046384173
e30_huber_005_gate_resid_expected_abs_pct_error_q70,30,risk_gate,valid,384432,0.06499554656331281,0.06539369701946474,0.043633294253780236,0.09754341529354361,0.14277755605752607,0.19394777586371506,0.34967291399714734,0.19221344737170684,0.04625265326507679,0.015560619303283806,0.003485661963624256
e30_huber_005_gate_resid_expected_abs_pct_error_q70,30,risk_gate,test,442008,0.0634255932009248,0.06356700815968168,0.04183219998851766,0.09491554831249913,0.14050156541664455,0.19232841982915314,0.34680381430912965,0.1839174856563682,0.04557836057265932,0.015101536623771516,0.003520298275144341
e30_huber_005_gate_resid_expected_abs_pct_error_q70,30,risk_gate,recent_holdout,209468,0.06683851610023862,0.06740596381492754,0.044161096560703564,0.0999592018549216,0.14763823706124232,0.20194739497705136,0.3655199319106125,0.19983959363721426,0.05115817213130407,0.01770198789313881,0.004215441022017683
e30_huber_005_gate_resid_expected_abs_pct_error_q85,30,risk_gate,valid,384432,0.06433012452348734,0.0648394402628468,0.04307101567177547,0.09703742209039214,0.14225607490113168,0.19341636041499655,0.34905330384020666,0.1906188870853623,0.04595871311441295,0.015336912639946727,0.003584509093935989
e30_huber_005_gate_resid_expected_abs_pct_error_q85,30,risk_gate,test,442008,0.06353841646446327,0.06371981108028403,0.041835485423021235,0.09509025217869631,0.14091524834579605,0.19327639838351385,0.3495213502516723,0.1845781071835804,0.046067039510597096,0.015382074532587645,0.0035926951548388266
e30_huber_005_gate_resid_expected_abs_pct_error_q85,30,risk_gate,recent_holdout,209468,0.06684185474097668,0.06739996570591496,0.04418541941956502,0.09996037639262445,0.14770067150000846,0.20195884247165807,0.36522100325169277,0.19986823763056888,0.05115339813241163,0.017673343899784217,0.004220215020910115
e30_huber_005_gate_best_resid_abs_pct_mean_q50,30,risk_gate,valid,384432,0.06492877968663062,0.0653637095713742,0.04366322453107828,0.09747444559608644,0.14243559161502595,0.1935107575571169,0.34783238708644537,0.19189349481832937,0.04585726474382986,0.015360323802388979,0.0033868148333125233
e30_huber_005_gate_best_resid_abs_pct_mean_q50,30,risk_gate,test,442008,0.06344820576473639,0.06361028846425389,0.04185175691255626,0.09495701689968337,0.14057488674108695,0.1925168399576859,0.3472450998004434,0.18407811623319034,0.04572994153951965,0.015128685453656948,0.0035270854826156993
e30_huber_005_gate_best_resid_abs_pct_mean_q50,30,risk_gate,recent_holdout,209468,0.0667575956298405,0.06724234848574201,0.04413588274435858,0.09987094252034465,0.14724102066347783,0.20099675942986878,0.362814860025949,0.19948154372028185,0.05063780625202895,0.01738212996734585,0.004110413046384173
e30_huber_005_gate_best_resid_abs_pct_mean_q70,30,risk_gate,valid,384432,0.06499554656331281,0.06539369701946474,0.043633294253780236,0.09754341529354361,0.14277755605752607,0.19394777586371506,0.34967291399714734,0.19221344737170684,0.04625265326507679,0.015560619303283806,0.003485661963624256
e30_huber_005_gate_best_resid_abs_pct_mean_q70,30,risk_gate,test,442008,0.0634255932009248,0.06356700815968168,0.04183219998851766,0.09491554831249913,0.14050156541664455,0.19232841982915314,0.34680381430912965,0.1839174856563682,0.04557836057265932,0.015101536623771516,0.003520298275144341
e30_huber_005_gate_best_resid_abs_pct_mean_q70,30,risk_gate,recent_holdout,209468,0.06683851610023862,0.06740596381492754,0.044161096560703564,0.0999592018549216,0.14763823706124232,0.20194739497705136,0.3655199319106125,0.19983959363721426,0.05115817213130407,0.01770198789313881,0.004215441022017683
e30_huber_005_gate_best_resid_abs_pct_mean_q85,30,risk_gate,valid,384432,0.06433012452348734,0.0648394402628468,0.04307101567177547,0.09703742209039214,0.14225607490113168,0.19341636041499655,0.34905330384020666,0.1906188870853623,0.04595871311441295,0.015336912639946727,0.003584509093935989
e30_huber_005_gate_best_resid_abs_pct_mean_q85,30,risk_gate,test,442008,0.06353841646446327,0.06371981108028403,0.041835485423021235,0.09509025217869631,0.14091524834579605,0.19327639838351385,0.3495213502516723,0.1845781071835804,0.046067039510597096,0.015382074532587645,0.0035926951548388266
e30_huber_005_gate_best_resid_abs_pct_mean_q85,30,risk_gate,recent_holdout,209468,0.06684185474097668,0.06739996570591496,0.04418541941956502,0.09996037639262445,0.14770067150000846,0.20195884247165807,0.36522100325169277,0.19986823763056888,0.05115339813241163,0.017673343899784217,0.004220215020910115
e30_huber_005_gate_complex_resid_abs_pct_mean_q50,30,risk_gate,valid,384432,0.06466023295039604,0.06497467658527824,0.04357459971051646,0.09718911115380255,0.14170825669553008,0.19204738043380964,0.3425732946810677,0.19084259374869939,0.04503527281807966,0.014808860864860366,0.0032983726640862365
e30_huber_005_gate_complex_resid_abs_pct_mean_q50,30,risk_gate,test,442008,0.06425256702093184,0.06422019413052812,0.04238980218031549,0.09579129951426232,0.14175833533732102,0.19333200672511563,0.3483700909264564,0.18675001357441495,0.04600595464335487,0.01527574161553637,0.003355142893341297
e30_huber_005_gate_complex_resid_abs_pct_mean_q50,30,risk_gate,recent_holdout,209468,0.06751033292381271,0.06770315904908852,0.044600459185321614,0.10078753020358375,0.1486005355301019,0.20228836439549758,0.36464225925686483,0.20256077300590067,0.05134435808810892,0.017797467870987453,0.00391467909179445
e30_huber_005_gate_complex_resid_abs_pct_mean_q70,30,risk_gate,valid,384432,0.06459359732689406,0.06491402425244623,0.04343612997801696,0.09727343069587524,0.14198075590188464,0.1924176294652777,0.3431334943495416,0.19117555250343363,0.045381237774170725,0.014941524118699796,0.00332438506679985
e30_huber_005_gate_complex_resid_abs_pct_mean_q70,30,risk_gate,test,442008,0.06409309103231806,0.06413080087121432,0.04219883040078756,0.09563806390821125,0.14173485361837407,0.19351192501848927,0.348632214391435,0.18635409313858572,0.04612586197534886,0.015336826482778593,0.0034049157481312554
e30_huber_005_gate_complex_resid_abs_pct_mean_q70,30,risk_gate,recent_holdout,209468,0.06732615952900742,0.06759920362325207,0.044452557550354835,0.10051531584375,0.1484124204945164,0.2024297917883792,0.365203005468101,0.20164416521855366,0.05140164607481811,0.017878625852158804,0.003962419080718774
e30_huber_005_gate_complex_resid_abs_pct_mean_q85,30,risk_gate,valid,384432,0.06448131957692937,0.06487775492232123,0.04325088254784569,0.0971965521365846,0.1421826142257562,0.19285291576697813,0.3451068062617593,0.19098826320389561,0.04568038040537729,0.01508199109335331,0.003350397469513464
e30_huber_005_gate_complex_resid_abs_pct_mean_q85,30,risk_gate,test,442008,0.06393194585108822,0.06404589975030904,0.042020255622858244,0.0954522417444293,0.14155735321545557,0.1936048044584468,0.3494686814723965,0.18589482543302382,0.0462435069048524,0.01543637219235851,0.0034320645780166873
e30_huber_005_gate_complex_resid_abs_pct_mean_q85,30,risk_gate,recent_holdout,209468,0.06720260327067414,0.06754620274027297,0.04438126070109815,0.1003827099126184,0.14832135470603824,0.20265954972631098,0.3668543990274564,0.20124314931158935,0.05152099604712892,0.017983653827792313,0.004048351060782554
e30_huber_005_gate_sgg_resid_abs_pct_mean_q50,30,risk_gate,valid,384432,0.06496607125130135,0.06531462899261672,0.043789042389791796,0.09745992345022168,0.14230870329988188,0.19309137737314735,0.3461355795948672,0.1917712365255754,0.04575841761351813,0.01517563574312232,0.0033061763849003205
e30_huber_005_gate_sgg_resid_abs_pct_mean_q50,30,risk_gate,test,442008,0.06404620031776243,0.06413570781412908,0.042257314743808144,0.09554017069994328,0.1413843105778942,0.19345084128550805,0.3493416553882309,0.18607129282727913,0.04611907476787751,0.015291578432969539,0.0034795750303161935
e30_huber_005_gate_sgg_resid_abs_pct_mean_q50,30,risk_gate,recent_holdout,209468,0.06701129348096413,0.06745214348818225,0.04427059191979836,0.10010663822334842,0.14782629055190813,0.2014827786668474,0.3641169565360722,0.20035995951648938,0.05084786220329597,0.017616055913075027,0.004072221055244715
e30_huber_005_gate_sgg_resid_abs_pct_mean_q70,30,risk_gate,valid,384432,0.06481387660041342,0.06523449515860794,0.04348415158488584,0.09749566877813576,0.1425348891668336,0.19353249902685396,0.3483099998000334,0.19201575311108338,0.04591709327007117,0.015370728763474424,0.0034154284762974987
e30_huber_005_gate_sgg_resid_abs_pct_mean_q70,30,risk_gate,test,442008,0.06363656626617765,0.06378766017014431,0.04197361687571951,0.09508640795574878,0.14071311398619465,0.1926416527867103,0.34730346406673296,0.18464145445331306,0.04567564387974878,0.01512189824618559,0.003508986262692078
e30_huber_005_gate_sgg_resid_abs_pct_mean_q70,30,risk_gate,recent_holdout,209468,0.0670016634750185,0.06748922208371032,0.04427059191979836,0.10010761275539123,0.1478290413498623,0.201798359234901,0.3650232659151865,0.20037905551205912,0.051010178165638666,0.017654247904214486,0.004148605037523631
e30_huber_005_gate_sgg_resid_abs_pct_mean_q85,30,risk_gate,valid,384432,0.06457430324664586,0.06507066322275627,0.04326842709762427,0.09721565318455574,0.14226943862172994,0.19329713013799743,0.3483858931700324,0.19122497606858951,0.0457870312565031,0.015357722562117617,0.0035038706455237855
e30_huber_005_gate_sgg_resid_abs_pct_mean_q85,30,risk_gate,test,442008,0.06364715849294333,0.06387924223445679,0.041909518731731044,0.09517196918459787,0.14107433139299672,0.1932602670371196,0.3497022840660999,0.18491068034967692,0.045985593020940796,0.015373024922625834,0.003588170349857921
e30_huber_005_gate_sgg_resid_abs_pct_mean_q85,30,risk_gate,recent_holdout,209468,0.06686276807502088,0.06743210110944509,0.04417352008585275,0.09997686568291973,0.14778294934154693,0.20211439928572114,0.36658726430486305,0.19991120362060075,0.051244104111367844,0.01770198789313881,0.00422976301869498
e30_huber_005_gate_complex_resid_error_gt_20_rate_q50,30,risk_gate,valid,384432,0.06458097662761442,0.06493546304784975,0.04352217066080784,0.09707186895348559,0.14153901724561654,0.1918591380349315,0.3424699262849369,0.1905122362342365,0.04504047529862238,0.014842676988388063,0.003316581345985766
e30_huber_005_gate_complex_resid_error_gt_20_rate_q50,30,risk_gate,test,442008,0.06433191516739956,0.06430701606559085,0.04255818444984891,0.09585830338558846,0.14185283510089722,0.19338322204661157,0.3472103058175538,0.18694458018859386,0.04603989068071166,0.015225968760746411,0.003382291723226729
e30_huber_005_gate_complex_resid_error_gt_20_rate_q50,30,risk_gate,recent_holdout,209468,0.06754734166568131,0.06776218281457246,0.04470874106196823,0.10079564956312691,0.1485615278073355,0.20248084551881776,0.36464225925686483,0.2025512250081158,0.05137777608035595,0.01781178986766475,0.003991063074073367
e30_huber_005_gate_complex_resid_error_gt_20_rate_q70,30,risk_gate,valid,384432,0.06453199973885376,0.06490190884156918,0.04343219728567418,0.09714160652161523,0.14182167907816037,0.1922206532133341,0.3433583724458722,0.19083739126815666,0.04531880800765805,0.014959732800599326,0.003350397469513464
e30_huber_005_gate_complex_resid_error_gt_20_rate_q70,30,risk_gate,test,442008,0.06408534127920341,0.06413409001854276,0.042230571020225996,0.09566412507975858,0.14160951617963258,0.1934410430449344,0.348421033991969,0.18636314274854754,0.04614169879278203,0.01530967765289316,0.003409440553112161
e30_huber_005_gate_complex_resid_error_gt_20_rate_q70,30,risk_gate,recent_holdout,209468,0.06731853528519179,0.06761582654685239,0.044475862584294715,0.10054577344234683,0.14830968689731902,0.20264150536845332,0.36528892705714755,0.20177306318864935,0.05147803005709703,0.017878625852158804,0.004019707067427961
e30_huber_005_gate_complex_resid_error_gt_20_rate_q85,30,risk_gate,valid,384432,0.06443679591689197,0.06485238923230625,0.04320893078069169,0.09710393245960867,0.14205831794729726,0.1927427734459365,0.34501824361751293,0.19076195530028717,0.04562315311940733,0.015074187372539226,0.0033894160735838848
e30_huber_005_gate_complex_resid_error_gt_20_rate_q85,30,risk_gate,test,442008,0.06392431411973958,0.06404417216201604,0.04204012062203026,0.09546894784314529,0.14151816065205905,0.19360898101790922,0.3492312361927469,0.18587672621310022,0.04620504606251471,0.015418272972434888,0.0034569510054116665
e30_huber_005_gate_complex_resid_error_gt_20_rate_q85,30,risk_gate,recent_holdout,209468,0.06718319284358158,0.06754471680353417,0.044373092016016594,0.10039652137559767,0.14816320504099775,0.20278960891931247,0.36600786673377034,0.20130043729829855,0.051597380029407836,0.017921591842190693,0.004072221055244715
e30_huber_005_gate_sgg_resid_error_gt_20_rate_q50,30,risk_gate,valid,384432,0.06500767104049271,0.06533098169083029,0.04380658970131501,0.09748858123007825,0.14226443879051223,0.19294785993910638,0.34620018687308246,0.19188048861697257,0.04570899404836226,0.015238065509634994,0.0032983726640862365
e30_huber_005_gate_sgg_resid_error_gt_20_rate_q50,30,risk_gate,test,442008,0.06440779139789897,0.06446094755427746,0.04251717089881537,0.09592822038012667,0.14196602343791542,0.19424868677779494,0.3512804340032392,0.18729299017212359,0.04664621454815297,0.01563320120902789,0.0035338726900870573
e30_huber_005_gate_sgg_resid_error_gt_20_rate_q50,30,risk_gate,recent_holdout,209468,0.06719771298759858,0.06761719232921111,0.04438503707278074,0.10028116158300522,0.14810757354329293,0.20217406634264762,0.3657922706939499,0.20092806538468883,0.05121068611912082,0.017816563866557184,0.004110413046384173
e30_huber_005_gate_sgg_resid_error_gt_20_rate_q70,30,risk_gate,valid,384432,0.06500285237127362,0.06540119012678983,0.04369952480051902,0.0976886581444583,0.14268938404450202,0.19377478219463748,0.3492736405294307,0.19254640612644108,0.04607056644608149,0.015521600699213385,0.003431035917925667
e30_huber_005_gate_sgg_resid_error_gt_20_rate_q70,30,risk_gate,test,442008,0.06424082068559223,0.0643199439852571,0.04235258668550684,0.09579837729420633,0.1418522147158813,0.19426078321609283,0.35122353158045566,0.18685860889395667,0.04660096649834392,0.015608314781632911,0.003574595934915205
e30_huber_005_gate_sgg_resid_error_gt_20_rate_q70,30,risk_gate,recent_holdout,209468,0.06707954666520498,0.06755155358765294,0.04428177994269299,0.10013580504065574,0.14801952001104374,0.20221983347699876,0.3676120464526314,0.20046976149101534,0.05127274810472244,0.017878625852158804,0.004201119025340386
e30_huber_005_gate_sgg_resid_error_gt_20_rate_q85,30,risk_gate,valid,384432,0.06479565267524943,0.06524792447802699,0.04342723756230692,0.09746192108072191,0.1426949313475849,0.19406829027464093,0.3506448266728824,0.192013151870812,0.04629687434968993,0.01565686519332418,0.003553294210679652
e30_huber_005_gate_sgg_resid_error_gt_20_rate_q85,30,risk_gate,test,442008,0.06362900730230685,0.06385195378401903,0.0418846182446775,0.09516585055009154,0.14112662985458374,0.19333680218286178,0.35020434139395196,0.18496271560695735,0.04604441548569257,0.015395648947530361,0.003624368789705164
e30_huber_005_gate_sgg_resid_error_gt_20_rate_q85,30,risk_gate,recent_holdout,209468,0.06687974444470399,0.06746129124831916,0.044191387396255555,0.09998029050266696,0.147840293293201,0.20220716884872678,0.3667014187357436,0.1999350736150629,0.051282296102507306,0.01774972788206313,0.004234537017587412
e30_huber_005_gate_complex_resid_confidence_q30,30,confidence_gate,valid,384432,0.06474834099673464,0.06502401809403886,0.04347215028375053,0.097352305755441,0.14220106136839497,0.19290748051024906,0.3433685761135974,0.19149810629708244,0.045612748158321885,0.01493111915761435,0.003222936696216756
e30_huber_005_gate_complex_resid_confidence_q30,30,confidence_gate,test,442008,0.06437741016008326,0.06442493710679179,0.042350706072901305,0.09602037637167467,0.14211676040013488,0.19428150513678966,0.3479806285820664,0.18757352808093972,0.04664395214566252,0.01541148576496353,0.003382291723226729
e30_huber_005_gate_complex_resid_confidence_q30,30,confidence_gate,recent_holdout,209468,0.06761496781131514,0.06786148709088023,0.0445459788593324,0.10088840928847459,0.14889585891796975,0.20324330374316574,0.36663712527087033,0.20278037695495255,0.051879045964061336,0.01819370977905933,0.003952871082933909
e30_huber_005_gate_complex_resid_confidence_q50,30,confidence_gate,valid,384432,0.06479275472960253,0.06502601416373897,0.04360487070363539,0.09727839918866461,0.14190064351725598,0.19231858871203286,0.3421344188888405,0.19109751529529279,0.04520435343571815,0.014764639780247222,0.003217734215674033
e30_huber_005_gate_complex_resid_confidence_q50,30,confidence_gate,test,442008,0.06457022290637618,0.06455189573844536,0.04262240328965543,0.09618559097460572,0.14211542627216106,0.1940510262088014,0.34729734912834764,0.18805315740891568,0.04646295994642631,0.015307415250402707,0.0033574052958317497
e30_huber_005_gate_complex_resid_confidence_q50,30,confidence_gate,recent_holdout,209468,0.06776488353707133,0.0679451684857568,0.04470583438074184,0.10111438304441368,0.14905395453440817,0.20312247295746508,0.36631907084687393,0.20353466877995685,0.05179311398399756,0.018093455802318255,0.00391467909179445
e30_huber_005_gate_complex_resid_confidence_q70,30,confidence_gate,valid,384432,0.0647790937492189,0.06501177733519632,0.043703734659891254,0.09715912116799723,0.1415709667714775,0.1918666373919825,0.34116001870330104,0.19066831065051817,0.044946830648853374,0.014660590169392767,0.0031865193324176967
e30_huber_005_gate_complex_resid_confidence_q70,30,confidence_gate,test,442008,0.06475354676171952,0.0646761095084459,0.042889094440894435,0.09628271914340822,0.14207921443913152,0.19387461449605717,0.3463195046502856,0.18840156739244537,0.04636115183435594,0.015237280773198676,0.003337043673417676
e30_huber_005_gate_complex_resid_confidence_q70,30,confidence_gate,recent_holdout,209468,0.06792910714888686,0.06804620672999348,0.04492705188415798,0.10126322606343996,0.14910899373371306,0.20293174833437588,0.36570495980008333,0.20392613668913628,0.05167853801057918,0.01802184581893177,0.003924227089579315
e30_huber_005_gate_sgg_resid_confidence_q30,30,confidence_gate,valid,384432,0.06506896104933867,0.0655009534007699,0.04372696584309641,0.09762835494084963,0.14292298077224766,0.19408514651056846,0.3503369249046012,0.19240593915178758,0.046343696674574435,0.015576226744911974,0.00349346568443834
e30_huber_005_gate_sgg_resid_confidence_q30,30,confidence_gate,test,442008,0.06389265697193419,0.06412493232222899,0.04206700137902089,0.09533556033422605,0.14133518695577632,0.19376695676578576,0.351438960322272,0.18562559953665997,0.04629780456462326,0.015517818682014805,0.003617581582233806
e30_huber_005_gate_sgg_resid_confidence_q30,30,confidence_gate,recent_holdout,209468,0.06702269344547247,0.06757661075784883,0.04433870051880644,0.10012423073574471,0.14804014268844753,0.2022601589368068,0.3663128636652914,0.20039337750873643,0.051349132087001356,0.017802241869879887,0.004215441022017683
e30_huber_005_gate_sgg_resid_confidence_q50,30,confidence_gate,valid,384432,0.0651414987333839,0.06549660422438307,0.04390130426622832,0.09764207762950859,0.1425904540248275,0.1936158287552658,0.34728131454448585,0.19230709202147583,0.04602374412119699,0.015375931244017147,0.003376409872227078
e30_huber_005_gate_sgg_resid_confidence_q50,30,confidence_gate,test,442008,0.06459195044843408,0.0646940783445505,0.04270201285605846,0.09608649809363053,0.14218986571392905,0.194778237971701,0.35209749257655554,0.18796266130929756,0.046892816419612314,0.015798356590830936,0.0035791207398961104
e30_huber_005_gate_sgg_resid_confidence_q50,30,confidence_gate,recent_holdout,209468,0.06716239561400875,0.0676366798626309,0.044436015261227674,0.10025151690636755,0.148131160307563,0.20242988299488138,0.36631907084687393,0.20079916741459317,0.05137777608035595,0.017821337865449614,0.004172475031985793
e30_huber_005_gate_sgg_resid_confidence_q70,30,confidence_gate,valid,384432,0.06499246221800163,0.06532450047529048,0.04385847853651466,0.09727403525163027,0.14198255635764465,0.19273789993239854,0.3453013858825475,0.19100907312606652,0.04542806009905523,0.015084592333624672,0.0033139801057144045
e30_huber_005_gate_sgg_resid_confidence_q70,30,confidence_gate,test,442008,0.06490689430604048,0.064869993529085,0.043019149280334894,0.09637847215174143,0.14241977761479185,0.19481246348516604,0.3511939442040404,0.188729615753561,0.04692901485945956,0.015698810881251017,0.0034976742502398146
e30_huber_005_gate_sgg_resid_confidence_q70,30,confidence_gate,recent_holdout,209468,0.06758999454375426,0.06794845311646061,0.044676360052307795,0.10078032535133008,0.14873121980297943,0.20326844325158555,0.3687328239230274,0.20249871102029904,0.05191723795520079,0.017993201825577176,0.004162927034200928
e30_huber_0075_blend_w25,30,static_blend,valid,384432,0.0644288529112534,0.06472103715385215,0.04339227157128578,0.09663077566012392,0.14136541166078317,0.19143734974643697,0.341716486796418,0.18914138261122904,0.044889603362883425,0.014631976526407792,0.003243746618387647
e30_huber_0075_blend_w25,30,static_blend,test,442008,0.06435099727475498,0.06424669808668419,0.0427152100439645,0.09557605694622967,0.14140105234114686,0.1930844026397244,0.34656883881154854,0.1861550017194259,0.045899621726303595,0.015214656748294149,0.0033528804908508443
e30_huber_0075_blend_w25,30,static_blend,recent_holdout,209468,0.06768043608566492,0.06780394933100635,0.04493573482491488,0.10072718538609023,0.14831628774689296,0.20166439749985673,0.36436042445990174,0.20223136708232284,0.0510149521645311,0.01765902190310692,0.0039099050929020185
