experiment_name,split,group_type,group_value,rows,log_mae,p95_abs_pct_error,p99_abs_pct_error,error_gt_20pct_rate
F31_floor_flags_huber_010,test,prev2_gap_bucket_plus,31-90,123464,0.057846206041031856,0.17521599238977761,0.2900274734099285,0.034682174561005634
F31_floor_flags_huber_010,test,prev2_gap_bucket_plus,366-730,12953,0.09288806953259321,0.27508386282701996,0.47660315673135223,0.11171157260866209
F31_floor_flags_huber_010,test,prev2_gap_bucket_plus,731+,10986,0.14464691916289524,0.3974240501672702,0.6942271871994755,0.2453122155470599
F31_floor_flags_huber_010,test,prev2_gap_bucket_plus,91-180,51663,0.06538342482273725,0.19625397365754013,0.3209983409599626,0.04782920078199098
F31_floor_flags_huber_010,test,prev2_gap_bucket_plus,missing_or_negative,2710,0.415278453783022,0.8537658456209025,2.1329029512942794,0.5206642066420665
F31_floor_flags_huber_010,test,wide_prev_jump_20_group,0,407525,0.05682974000005928,0.168406151858894,0.31854826512986884,0.033305932151401756
F31_floor_flags_huber_010,test,wide_prev_jump_20_group,1,34483,0.12502710170395023,0.3068917348099553,0.48603064667777957,0.1739697822115245
F31_floor_flags_huber_010,test,exact_prev_jump_20_group,0,407642,0.057045918574388926,0.16951602055351347,0.3216921536340643,0.033897390357225214
F31_floor_flags_huber_010,test,exact_prev_jump_20_group,1,34366,0.12269501839260978,0.30118854432299275,0.48318143182668455,0.16743292789384856
F31_floor_flags_huber_010,test,exact_wide_gap_10_group,0,432309,0.06094406161510764,0.18536330539860055,0.3387478554371915,0.0417594822222068
F31_floor_flags_huber_010,test,exact_wide_gap_10_group,1,9699,0.11590710473408687,0.31485505720193474,0.518709797225581,0.15661408392617795
F31_floor_flags_huber_010,test,region_prior_missing_group,0,442008,0.06215011796524377,0.18991135444137877,0.3459439832849554,0.04427974154313949
F31_floor_flags_huber_010,test,wide_region_outlier_20_group,0,156288,0.05926846396032453,0.16777978804660743,0.34566561854563516,0.03263206388206388
F31_floor_flags_huber_010,test,wide_region_outlier_20_group,1,285720,0.06372637423404127,0.2010229524249383,0.3459865426164061,0.050650986980260396
F31_floor_flags_huber_010,recent_holdout,exact_prev1_missing_group,0,208585,0.06349244967694517,0.19436949290121783,0.3405462258965915,0.0466476496392358
F31_floor_flags_huber_010,recent_holdout,exact_prev1_missing_group,1,883,0.5288154724347472,1.1604348219063274,6.891093794775649,0.6500566251415628
F31_floor_flags_huber_010,recent_holdout,wide_prev1_present_exact_missing_group,0,209121,0.06526377108576778,0.19754565325601253,0.36053203339892215,0.04869907852391678
F31_floor_flags_huber_010,recent_holdout,wide_prev1_present_exact_missing_group,1,347,0.18009108011136396,0.4896232721167623,0.7868062262058644,0.345821325648415
F31_floor_flags_huber_010,recent_holdout,exact_prev1_gap_bucket_plus,1-30,144144,0.05617198473737952,0.1693945338887725,0.28561632177347773,0.031961094461094464
F31_floor_flags_huber_010,recent_holdout,exact_prev1_gap_bucket_plus,181-365,7137,0.09437435881683327,0.2770716286547962,0.4694167678809004,0.11223203026481715
F31_floor_flags_huber_010,recent_holdout,exact_prev1_gap_bucket_plus,31-90,37968,0.06594819818551628,0.19558827972982476,0.32824248784480686,0.04703961230509903
F31_floor_flags_huber_010,recent_holdout,exact_prev1_gap_bucket_plus,366-730,3303,0.11688386461456735,0.3574664154529109,0.6330700157796487,0.17257039055404177
F31_floor_flags_huber_010,recent_holdout,exact_prev1_gap_bucket_plus,731+,3281,0.16952317013622048,0.4746677735102272,0.7588438169073968,0.31911002743066136
F31_floor_flags_huber_010,recent_holdout,exact_prev1_gap_bucket_plus,91-180,12752,0.08053435808175158,0.230454064315774,0.38915546462339784,0.07206712672521957
F31_floor_flags_huber_010,recent_holdout,exact_prev1_gap_bucket_plus,missing_or_negative,883,0.5288154724347472,1.1604348219063274,6.891093794775649,0.6500566251415628
