experiment_name,split,group_type,group_value,rows,log_mae,p95_abs_pct_error,p99_abs_pct_error,error_gt_20pct_rate
F18_reference_huber_010,recent_holdout,exact_prev_jump_20_group,0,191594,0.06095245581473314,0.18013692540017334,0.34173236133443524,0.03889474618203075
F18_reference_huber_010,recent_holdout,exact_prev_jump_20_group,1,17874,0.12710356966092695,0.313942363052719,0.5234254798215431,0.18395434709634106
F18_reference_huber_010,recent_holdout,exact_wide_gap_10_group,0,204544,0.06529426292572305,0.19694488278379485,0.3594290501807458,0.04829767678347935
F18_reference_huber_010,recent_holdout,exact_wide_gap_10_group,1,4924,0.12071980251996194,0.33859883614470104,0.5847309383699434,0.1748578391551584
F18_reference_huber_010,recent_holdout,region_prior_missing_group,0,209468,0.06659716053758755,0.2022726779979989,0.36875687861689116,0.05127274810472244
F18_reference_huber_010,recent_holdout,wide_region_outlier_20_group,0,70290,0.0641644970911222,0.18168578287312073,0.36691133124369835,0.03973538198890311
F18_reference_huber_010,recent_holdout,wide_region_outlier_20_group,1,139178,0.06782574489468457,0.21182070800415762,0.3691641701449018,0.05709954159421748
F35_prev3_rolling_huber_010,valid,exact_prev1_missing_group,0,382467,0.059689757314741174,0.18181641858019976,0.3168059828231789,0.03906219360101656
F35_prev3_rolling_huber_010,valid,exact_prev1_missing_group,1,1965,0.48922178592380805,0.9367793125574191,3.0599987230891803,0.5954198473282443
F35_prev3_rolling_huber_010,valid,wide_prev1_present_exact_missing_group,0,383760,0.061743653438066204,0.18547746431217538,0.34052447361992294,0.041546800083385446
F35_prev3_rolling_huber_010,valid,wide_prev1_present_exact_missing_group,1,672,0.14276603697187995,0.3969233553058656,0.5929313143358067,0.24702380952380953
F35_prev3_rolling_huber_010,valid,exact_prev1_gap_bucket_plus,1-30,250361,0.052709266752756924,0.1578225377616838,0.2634500981789961,0.02514768674034694
F35_prev3_rolling_huber_010,valid,exact_prev1_gap_bucket_plus,181-365,14625,0.08453445701867049,0.2518102603063863,0.42972930861509906,0.08704273504273505
