model,source_experiment,split,rows,log_mae,log_rmse,total_price_mae_manwon,abs_pct_error_p95,abs_pct_error_p99,error_gt_10pct_rate,error_gt_20pct_rate,error_gt_30pct_rate,error_gt_50pct_rate
canonical_F18_reference_huber_010,F18_reference_huber_010,valid,384432,0.05854922142351354,0.08620586975710139,2405.973443878845,0.17666601743650115,0.31042317446008955,0.16736640029966288,0.03638094643526033,0.011258167894452074,0.0019223165605360636
canonical_F18_reference_huber_010,F18_reference_huber_010,test,442008,0.05817968834299173,0.08711093794469893,2737.7365327752,0.17841171649893178,0.32041203453281886,0.16343143110531935,0.03777759678557854,0.012106115726412191,0.0023709978099943894
canonical_F18_reference_huber_010,F18_reference_huber_010,recent_holdout,209468,0.06177453101105649,0.09281298627529529,2800.0409124249554,0.18807662850545506,0.34558166944175545,0.17747340882616916,0.04295166803521302,0.014894876544388641,0.0033513472224874444
